ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,DATE,SentimentScore,SentimentCategory
628,949,600,2024-08-12,3,I had a bad experience with this product.,2024-08-12,-0.5423,Negative
629,518,604,2025-11-24,2,"Great purchase, very satisfied.",2025-11-24,0.8016,Mixed
630,472,866,2023-12-14,4,Shipping was fast and the item was well-packaged.,2023-12-14,0.0,Positive
631,937,590,2023-06-25,4,Customer support was very helpful.,2023-06-25,0.6997,Highly Positive
632,345,651,2025-04-13,3,Five stars for the quick delivery.,2025-04-13,0.0,Neutral
633,688,867,2025-08-08,3,"Good quality, but could be cheaper.",2025-08-08,0.2382,Neutral
634,504,614,2025-12-04,5,"Good quality, but could be cheaper.",2025-12-04,0.2382,Positive
635,179,117,2023-01-12,3,Five stars for the quick delivery.,2023-01-12,0.0,Neutral
636,229,705,2025-07-26,4,Customer support was very helpful.,2025-07-26,0.6997,Highly Positive
637,177,739,2023-03-19,1,Product did not meet my expectations.,2023-03-19,0.0,Negative
638,508,389,2023-07-08,1,Amazing value for the price.,2023-07-08,0.7351,Mixed
639,443,629,2024-12-08,4,I had a bad experience with this product.,2024-12-08,-0.5423,Mixed
640,281,422,2025-09-05,4,Product did not meet my expectations.,2025-09-05,0.0,Positive
641,823,798,2024-03-22,4,"I love this product, will buy again!",2024-03-22,0.6696,Highly Positive
642,317,84,2025-03-05,2,I had a bad experience with this product.,2025-03-05,-0.5423,Highly Negative
643,637,214,2025-08-13,1,Shipping was fast and the item was well-packaged.,2025-08-13,0.0,Negative
644,735,71,2024-06-15,4,Amazing value for the price.,2024-06-15,0.7351,Highly Positive
645,781,524,2025-09-26,2,Shipping was fast and the item was well-packaged.,2025-09-26,0.0,Negative
646,922,6,2023-12-07,2,"Average experience, nothing special.",2023-12-07,-0.3089,Highly Negative
647,408,317,2025-02-19,1,"Great purchase, very satisfied.",2025-02-19,0.8016,Mixed
648,602,218,2025-07-20,5,Product did not meet my expectations.,2025-07-20,0.0,Positive
649,155,28,2024-09-11,4,Shipping was fast and the item was well-packaged.,2024-09-11,0.0,Positive
650,862,448,2023-02-19,4,The quality is top-notch.,2023-02-19,0.0,Positive
651,310,900,2024-10-25,5,"Great purchase, very satisfied.",2024-10-25,0.8016,Highly Positive
652,945,22,2025-10-15,5,"I love this product, will buy again!",2025-10-15,0.6696,Highly Positive
653,645,332,2023-09-10,5,"Great purchase, very satisfied.",2023-09-10,0.8016,Highly Positive
654,491,673,2024-05-31,5,"I love this product, will buy again!",2024-05-31,0.6696,Highly Positive
655,517,924,2024-07-03,1,"Average experience, nothing special.",2024-07-03,-0.3089,Highly Negative
656,357,729,2023-02-08,4,Product did not meet my expectations.,2023-02-08,0.0,Positive
657,21,633,2024-01-27,3,"Average experience, nothing special.",2024-01-27,-0.3089,Negative
658,522,835,2023-01-01,2,"Average experience, nothing special.",2023-01-01,-0.3089,Highly Negative
659,491,986,2023-07-31,3,"Excellent product, highly recommend!",2023-07-31,0.7773,Positive
660,968,976,2024-05-12,3,Shipping was fast and the item was well-packaged.,2024-05-12,0.0,Neutral
661,391,308,2025-10-02,1,Not worth the money.,2025-10-02,-0.1695,Highly Negative
662,600,605,2025-01-10,5,"Excellent product, highly recommend!",2025-01-10,0.7773,Highly Positive
663,375,380,2023-04-26,5,Amazing value for the price.,2023-04-26,0.7351,Highly Positive
664,169,804,2025-01-01,5,Five stars for the quick delivery.,2025-01-01,0.0,Positive
665,829,236,2024-07-16,4,"Great purchase, very satisfied.",2024-07-16,0.8016,Highly Positive
666,774,299,2024-07-21,1,"Average experience, nothing special.",2024-07-21,-0.3089,Highly Negative
667,545,993,2025-07-09,1,Customer support was very helpful.,2025-07-09,0.6997,Mixed
668,755,879,2024-08-15,1,"Average experience, nothing special.",2024-08-15,-0.3089,Highly Negative
669,407,45,2025-08-30,3,"I love this product, will buy again!",2025-08-30,0.6696,Positive
670,772,995,2024-08-17,3,I had a bad experience with this product.,2024-08-17,-0.5423,Negative
671,638,819,2025-03-08,1,"Excellent product, highly recommend!",2025-03-08,0.7773,Mixed
672,598,842,2024-10-18,4,The quality is top-notch.,2024-10-18,0.0,Positive
673,702,294,2025-09-14,2,"Excellent product, highly recommend!",2025-09-14,0.7773,Mixed
674,633,969,2023-07-22,3,Product did not meet my expectations.,2023-07-22,0.0,Neutral
675,830,61,2023-12-18,1,Product did not meet my expectations.,2023-12-18,0.0,Negative
676,687,823,2023-03-01,3,Customer support was very helpful.,2023-03-01,0.6997,Positive
677,106,307,2023-07-11,3,Not worth the money.,2023-07-11,-0.1695,Negative
678,222,863,2024-05-19,3,Amazing value for the price.,2024-05-19,0.7351,Positive
679,40,795,2023-08-04,2,"Excellent product, highly recommend!",2023-08-04,0.7773,Mixed
680,167,404,2023-02-15,1,"Good quality, but could be cheaper.",2023-02-15,0.2382,Negative
681,499,457,2025-09-25,1,Customer support was very helpful.,2025-09-25,0.6997,Mixed
682,930,609,2023-02-04,5,"Great purchase, very satisfied.",2023-02-04,0.8016,Highly Positive
683,648,858,2025-12-26,2,Amazing value for the price.,2025-12-26,0.7351,Mixed
684,221,350,2023-08-09,4,I had a bad experience with this product.,2023-08-09,-0.5423,Mixed
685,511,48,2024-11-30,1,I had a bad experience with this product.,2024-11-30,-0.5423,Highly Negative
686,673,640,2024-08-25,5,Shipping was fast and the item was well-packaged.,2024-08-25,0.0,Positive
687,793,841,2023-08-07,4,"I love this product, will buy again!",2023-08-07,0.6696,Highly Positive
688,368,361,2025-12-11,1,Shipping was fast and the item was well-packaged.,2025-12-11,0.0,Negative
689,757,928,2024-11-27,5,"Great purchase, very satisfied.",2024-11-27,0.8016,Highly Positive
690,323,833,2024-10-30,3,Not worth the money.,2024-10-30,-0.1695,Negative
691,326,304,2024-06-29,2,I had a bad experience with this product.,2024-06-29,-0.5423,Highly Negative
692,403,729,2025-01-04,2,Customer support was very helpful.,2025-01-04,0.6997,Mixed
693,640,433,2025-01-26,1,Five stars for the quick delivery.,2025-01-26,0.0,Negative
694,151,51,2025-11-26,5,Product did not meet my expectations.,2025-11-26,0.0,Positive
695,520,217,2025-07-06,2,"Good quality, but could be cheaper.",2025-07-06,0.2382,Negative
696,277,959,2025-02-22,2,Not worth the money.,2025-02-22,-0.1695,Highly Negative
697,607,716,2024-10-26,4,Amazing value for the price.,2024-10-26,0.7351,Highly Positive
698,616,725,2024-08-12,3,"Excellent product, highly recommend!",2024-08-12,0.7773,Positive
699,348,305,2025-07-25,3,The quality is top-notch.,2025-07-25,0.0,Neutral
700,99,823,2024-08-13,5,Not worth the money.,2024-08-13,-0.1695,Mixed
